34,74
76,87
76,89
63,98
73,65
75,82
67,70
78,70
81,70
53,84
58,56
81,76
77,72
80,69
43,73
65,61
76,83
63,82
54,89
64,75
85,48
54,72
70,80
71,66
71,82
55,71
40,49
78,54
76,70
100,65
51,74
93,63
64,65
42,101
63,82
61,75
82,62
67,83
98,90
59,76
63,87
84,90
50,78
67,63
80,59
83,79
66,74
86,65
57,77
48,74
